,price_eur_per_kwh
2024-06-03 21:00:00+02:00,0.20898245059676673
2024-06-03 22:00:00+02:00,0.22026014487129944
2024-06-03 23:00:00+02:00,0.22341843095388267
2024-06-04 00:00:00+02:00,0.14501980787921087
2024-06-04 01:00:00+02:00,0.13691046477646202
2024-06-04 02:00:00+02:00,0.14911005681664163
2024-06-04 03:00:00+02:00,0.13339784514993355
2024-06-04 04:00:00+02:00,0.13669235989092393
2024-06-04 05:00:00+02:00,0.14467524994057013
2024-06-04 06:00:00+02:00,0.18024527306912655
2024-06-04 07:00:00+02:00,0.19001196291822628
2024-06-04 08:00:00+02:00,0.18094259596256232
2024-06-04 09:00:00+02:00,0.17683402954903887
2024-06-04 10:00:00+02:00,0.17811218247383595
2024-06-04 11:00:00+02:00,0.174544269411904
2024-06-04 12:00:00+02:00,0.17361159916806695
2024-06-04 13:00:00+02:00,0.18315205745384117
2024-06-04 14:00:00+02:00,0.182905829062064
2024-06-04 15:00:00+02:00,0.18647279409720557
2024-06-04 16:00:00+02:00,0.2962269710437003
2024-06-04 17:00:00+02:00,0.30844553726221835
2024-06-04 18:00:00+02:00,0.2985630614609567
2024-06-04 19:00:00+02:00,0.3078720413942229
2024-06-04 20:00:00+02:00,0.297836070764087
2024-06-04 21:00:00+02:00,0.21632258353828862
2024-06-04 22:00:00+02:00,0.22124892685779335
2024-06-04 23:00:00+02:00,0.22515726542434736
2024-06-05 00:00:00+02:00,0.14080504788357673
2024-06-05 01:00:00+02:00,0.13707235587938332
2024-06-05 02:00:00+02:00,0.13329390142961667
2024-06-05 03:00:00+02:00,0.13299239892541287
2024-06-05 04:00:00+02:00,0.14251341424937433
2024-06-05 05:00:00+02:00,0.14494856516642904
2024-06-05 06:00:00+02:00,0.17917852703687354
2024-06-05 07:00:00+02:00,0.17462817570885783
2024-06-05 08:00:00+02:00,0.18436521076310852
2024-06-05 09:00:00+02:00,0.17359803027642712
2024-06-05 10:00:00+02:00,0.17643465952470364
2024-06-05 11:00:00+02:00,0.1831050892677005
2024-06-05 12:00:00+02:00,0.16874929413212703
2024-06-05 13:00:00+02:00,0.18193184798783152
2024-06-05 14:00:00+02:00,0.17709179581795248
2024-06-05 15:00:00+02:00,0.18054639848738907
2024-06-05 16:00:00+02:00,0.29962149236889585
2024-06-05 17:00:00+02:00,0.3010105719752198
2024-06-05 18:00:00+02:00,0.30347085968353504
2024-06-05 19:00:00+02:00,0.2962081512455079
2024-06-05 20:00:00+02:00,0.30710491011155955
2024-06-05 21:00:00+02:00,0.2236304689447388
2024-06-05 22:00:00+02:00,0.22421866331151635
2024-06-05 23:00:00+02:00,0.22582431990555515
2024-06-06 00:00:00+02:00,0.14393794110852937
2024-06-06 01:00:00+02:00,0.14422039340289297
2024-06-06 02:00:00+02:00,0.14037796805371444
2024-06-06 03:00:00+02:00,0.13286613074505135
2024-06-06 04:00:00+02:00,0.13932477449981495
2024-06-06 05:00:00+02:00,0.1361524267991165
2024-06-06 06:00:00+02:00,0.17288629115742293
2024-06-06 07:00:00+02:00,0.18129226395456494
2024-06-06 08:00:00+02:00,0.17715725272926178
2024-06-06 09:00:00+02:00,0.1748509778099427
2024-06-06 10:00:00+02:00,0.17478499459964217
2024-06-06 11:00:00+02:00,0.18134208539854457
2024-06-06 12:00:00+02:00,0.18179335974585173
2024-06-06 13:00:00+02:00,0.18661228734883417
2024-06-06 14:00:00+02:00,0.17993042665737952
2024-06-06 15:00:00+02:00,0.1852091987960641
2024-06-06 16:00:00+02:00,0.3070113241338626
2024-06-06 17:00:00+02:00,0.30575082818074845
2024-06-06 18:00:00+02:00,0.28817348046861513
2024-06-06 19:00:00+02:00,0.30614341859601707
2024-06-06 20:00:00+02:00,0.3016981000412432
2024-06-06 21:00:00+02:00,0.22211885676426674
2024-06-06 22:00:00+02:00,0.2218561370886813
2024-06-06 23:00:00+02:00,0.22191378580135382
2024-06-07 00:00:00+02:00,0.1415970711012619
2024-06-07 01:00:00+02:00,0.1382054334573069
2024-06-07 02:00:00+02:00,0.13049182350812005
2024-06-07 03:00:00+02:00,0.1394554263604629
2024-06-07 04:00:00+02:00,0.13598134075739662
2024-06-07 05:00:00+02:00,0.14540081706268945
2024-06-07 06:00:00+02:00,0.17855616747002312
2024-06-07 07:00:00+02:00,0.18041737678053504
2024-06-07 08:00:00+02:00,0.17575197022194927
2024-06-07 09:00:00+02:00,0.17744688766050937
2024-06-07 10:00:00+02:00,0.17994233469156706
2024-06-07 11:00:00+02:00,0.17257312407868228
2024-06-07 12:00:00+02:00,0.18150342557147303
2024-06-07 13:00:00+02:00,0.17946963873276123
2024-06-07 14:00:00+02:00,0.1740714009749738
2024-06-07 15:00:00+02:00,0.16800883567301114
2024-06-07 16:00:00+02:00,0.30256526066940154
2024-06-07 17:00:00+02:00,0.2985120798052833
2024-06-07 18:00:00+02:00,0.29734995793390917
2024-06-07 19:00:00+02:00,0.29881922685073525
2024-06-07 20:00:00+02:00,0.3090823797044057
2024-06-07 21:00:00+02:00,0.21975099515470178
2024-06-07 22:00:00+02:00,0.2204330963149427
2024-06-07 23:00:00+02:00,0.212564635651623
2024-06-08 00:00:00+02:00,0.13423669533178054
2024-06-08 01:00:00+02:00,0.1305874399172215
2024-06-08 02:00:00+02:00,0.13133467433502594
2024-06-08 03:00:00+02:00,0.12623836365605842
2024-06-08 04:00:00+02:00,0.130583273944123
2024-06-08 05:00:00+02:00,0.12785473417547208
2024-06-08 06:00:00+02:00,0.16506594538929503
2024-06-08 07:00:00+02:00,0.16123903520795854
2024-06-08 08:00:00+02:00,0.15463056025979022
2024-06-08 09:00:00+02:00,0.16714427173901591
2024-06-08 10:00:00+02:00,0.15232520181695147
2024-06-08 11:00:00+02:00,0.16080031664370983
2024-06-08 12:00:00+02:00,0.1609773875580017
2024-06-08 13:00:00+02:00,0.1567856992950775
2024-06-08 14:00:00+02:00,0.1650656156816829
2024-06-08 15:00:00+02:00,0.16099835149295216
2024-06-08 16:00:00+02:00,0.2678156583720136
2024-06-08 17:00:00+02:00,0.27259920865488824
2024-06-08 18:00:00+02:00,0.26761710479720796
2024-06-08 19:00:00+02:00,0.2769448998741916
2024-06-08 20:00:00+02:00,0.2717572753809366
2024-06-08 21:00:00+02:00,0.1956283350658278
2024-06-08 22:00:00+02:00,0.1882786751200723
2024-06-08 23:00:00+02:00,0.19146123401549428
2024-06-09 00:00:00+02:00,0.13143415392384183
2024-06-09 01:00:00+02:00,0.12574697968444332
2024-06-09 02:00:00+02:00,0.12458437467160235
2024-06-09 03:00:00+02:00,0.1342162580712135
2024-06-09 04:00:00+02:00,0.11958675377963053
2024-06-09 05:00:00+02:00,0.12307171100079323
2024-06-09 06:00:00+02:00,0.15963706161620758
2024-06-09 07:00:00+02:00,0.1649316864076565
2024-06-09 08:00:00+02:00,0.15868232400847976
2024-06-09 09:00:00+02:00,0.15893291075692986
2024-06-09 10:00:00+02:00,0.15397425301557444
2024-06-09 11:00:00+02:00,0.1656467470200893
2024-06-09 12:00:00+02:00,0.16603069679257512
2024-06-09 13:00:00+02:00,0.1596181162629942
2024-06-09 14:00:00+02:00,0.1628166997277065
2024-06-09 15:00:00+02:00,0.1555367693862033
2024-06-09 16:00:00+02:00,0.26764093422629553
2024-06-09 17:00:00+02:00,0.2768897547636126
2024-06-09 18:00:00+02:00,0.27067865367033567
2024-06-09 19:00:00+02:00,0.28155181743397945
2024-06-09 20:00:00+02:00,0.2660640362892142
2024-06-09 21:00:00+02:00,0.20090142208362155
2024-06-09 22:00:00+02:00,0.1970224708608345
2024-06-09 23:00:00+02:00,0.20082908923414047
2024-06-10 00:00:00+02:00,0.13996394320170624
2024-06-10 01:00:00+02:00,0.1371940094479542
2024-06-10 02:00:00+02:00,0.1356619161783915
2024-06-10 03:00:00+02:00,0.15533018369524448
2024-06-10 04:00:00+02:00,0.13961327470137894
2024-06-10 05:00:00+02:00,0.12991669654883378
2024-06-10 06:00:00+02:00,0.17675699696048333
2024-06-10 07:00:00+02:00,0.18339019863561998
2024-06-10 08:00:00+02:00,0.17749995783407624
2024-06-10 09:00:00+02:00,0.18680223101242627
2024-06-10 10:00:00+02:00,0.18501199136421978
2024-06-10 11:00:00+02:00,0.17923830682087882
2024-06-10 12:00:00+02:00,0.17763892028611977
2024-06-10 13:00:00+02:00,0.17497599496486152
2024-06-10 14:00:00+02:00,0.17650016728843337
2024-06-10 15:00:00+02:00,0.17263428462667188
2024-06-10 16:00:00+02:00,0.3060219814576654
2024-06-10 17:00:00+02:00,0.3079535039356303
2024-06-10 18:00:00+02:00,0.29371930965136134
2024-06-10 19:00:00+02:00,0.2940915851215677
2024-06-10 20:00:00+02:00,0.2911574407145654
2024-06-10 21:00:00+02:00,0.21518072884633913
2024-06-10 22:00:00+02:00,0.20446831599358353
2024-06-10 23:00:00+02:00,0.2142886052168404
2024-06-11 00:00:00+02:00,0.14648457699900264
2024-06-11 01:00:00+02:00,0.1382716373526777
2024-06-11 02:00:00+02:00,0.14427292117426704
2024-06-11 03:00:00+02:00,0.1375551546807898
2024-06-11 04:00:00+02:00,0.14880333648496563
2024-06-11 05:00:00+02:00,0.1409960899150693
2024-06-11 06:00:00+02:00,0.1780899885392826
2024-06-11 07:00:00+02:00,0.1927621201268554
2024-06-11 08:00:00+02:00,0.1783776407185728
2024-06-11 09:00:00+02:00,0.1738938832513693
2024-06-11 10:00:00+02:00,0.18100955000980054
2024-06-11 11:00:00+02:00,0.1798058248072096
2024-06-11 12:00:00+02:00,0.1853316227658313
2024-06-11 13:00:00+02:00,0.17539183037751094
2024-06-11 14:00:00+02:00,0.1840235846573975
2024-06-11 15:00:00+02:00,0.18426374235287146
2024-06-11 16:00:00+02:00,0.29666156354032464
2024-06-11 17:00:00+02:00,0.30081622002861336
2024-06-11 18:00:00+02:00,0.2958462402157283
2024-06-11 19:00:00+02:00,0.31172904036920335
2024-06-11 20:00:00+02:00,0.29647930218859914
2024-06-11 21:00:00+02:00,0.21773462778165642
2024-06-11 22:00:00+02:00,0.21467080989018314
2024-06-11 23:00:00+02:00,0.21826939362413414
2024-06-12 00:00:00+02:00,0.1399706198665155
2024-06-12 01:00:00+02:00,0.14383894567672345
2024-06-12 02:00:00+02:00,0.1369475667696715
2024-06-12 03:00:00+02:00,0.13907113020664208
2024-06-12 04:00:00+02:00,0.1329175531679298
2024-06-12 05:00:00+02:00,0.13586298886616924
2024-06-12 06:00:00+02:00,0.19377903779137975
2024-06-12 07:00:00+02:00,0.18520621595847397
2024-06-12 08:00:00+02:00,0.17609287979161342
2024-06-12 09:00:00+02:00,0.17331301379235853
2024-06-12 10:00:00+02:00,0.1751220858470017
2024-06-12 11:00:00+02:00,0.17989154570243132
2024-06-12 12:00:00+02:00,0.18017363894179594
2024-06-12 13:00:00+02:00,0.17627819699534572
2024-06-12 14:00:00+02:00,0.17356712766631177
2024-06-12 15:00:00+02:00,0.18711189252624222
2024-06-12 16:00:00+02:00,0.30225842725647545
2024-06-12 17:00:00+02:00,0.2981271599021603
2024-06-12 18:00:00+02:00,0.29889669396091956
2024-06-12 19:00:00+02:00,0.29735234770437163
2024-06-12 20:00:00+02:00,0.28531977276991444
2024-06-12 21:00:00+02:00,0.22057830913546314
2024-06-12 22:00:00+02:00,0.21464727795152116
2024-06-12 23:00:00+02:00,0.2149865785048359
2024-06-13 00:00:00+02:00,0.13679868797304814
2024-06-13 01:00:00+02:00,0.1436615085735565
2024-06-13 02:00:00+02:00,0.1341473459579616
2024-06-13 03:00:00+02:00,0.1328285927016294
2024-06-13 04:00:00+02:00,0.1431992603758619
2024-06-13 05:00:00+02:00,0.14377184452319777
2024-06-13 06:00:00+02:00,0.17520533146102887
2024-06-13 07:00:00+02:00,0.18281198838646479
2024-06-13 08:00:00+02:00,0.17854183784792624
2024-06-13 09:00:00+02:00,0.18150646088276778
2024-06-13 10:00:00+02:00,0.17369519859967233
2024-06-13 11:00:00+02:00,0.18416447224680416
2024-06-13 12:00:00+02:00,0.18601629477058249
2024-06-13 13:00:00+02:00,0.18318536617813092
2024-06-13 14:00:00+02:00,0.1827916998084757
2024-06-13 15:00:00+02:00,0.16113862421938632
2024-06-13 16:00:00+02:00,0.3013031487453347
2024-06-13 17:00:00+02:00,0.2998727734165373
2024-06-13 18:00:00+02:00,0.2992647724657683
2024-06-13 19:00:00+02:00,0.2968471100501449
2024-06-13 20:00:00+02:00,0.30027682487456775
2024-06-13 21:00:00+02:00,0.22206058702564166
2024-06-13 22:00:00+02:00,0.21868105919729688
2024-06-13 23:00:00+02:00,0.21768337930145065
2024-06-14 00:00:00+02:00,0.14614876905469637
2024-06-14 01:00:00+02:00,0.1344731644636544
2024-06-14 02:00:00+02:00,0.1451507759891194
2024-06-14 03:00:00+02:00,0.14088406231865264
2024-06-14 04:00:00+02:00,0.13597847177358788
2024-06-14 05:00:00+02:00,0.13855009051965345
2024-06-14 06:00:00+02:00,0.175400031985939
2024-06-14 07:00:00+02:00,0.1833753225920472
2024-06-14 08:00:00+02:00,0.18173950880985235
2024-06-14 09:00:00+02:00,0.1772160191242341
2024-06-14 10:00:00+02:00,0.17448890850472887
2024-06-14 11:00:00+02:00,0.18150858046750534
2024-06-14 12:00:00+02:00,0.18478692803420965
2024-06-14 13:00:00+02:00,0.1794308182530906
2024-06-14 14:00:00+02:00,0.18209176250444611
2024-06-14 15:00:00+02:00,0.1781198642472513
2024-06-14 16:00:00+02:00,0.30033784603004715
2024-06-14 17:00:00+02:00,0.29854358544303156
2024-06-14 18:00:00+02:00,0.3014702107148749
2024-06-14 19:00:00+02:00,0.2924511374348214
2024-06-14 20:00:00+02:00,0.30322095261594845
2024-06-14 21:00:00+02:00,0.21885033759198344
2024-06-14 22:00:00+02:00,0.22179304033824693
2024-06-14 23:00:00+02:00,0.21829844936266896
2024-06-15 00:00:00+02:00,0.12760180594687054
2024-06-15 01:00:00+02:00,0.12063718597935542
2024-06-15 02:00:00+02:00,0.13194577206244235
2024-06-15 03:00:00+02:00,0.11748227706181354
2024-06-15 04:00:00+02:00,0.1208038059261041
2024-06-15 05:00:00+02:00,0.1271783303476982
2024-06-15 06:00:00+02:00,0.1693142114259229
2024-06-15 07:00:00+02:00,0.16339063150904015
2024-06-15 08:00:00+02:00,0.16076045772360456
2024-06-15 09:00:00+02:00,0.1548745492837837
2024-06-15 10:00:00+02:00,0.16104361667784933
2024-06-15 11:00:00+02:00,0.16190061494478952
2024-06-15 12:00:00+02:00,0.170452843226697
2024-06-15 13:00:00+02:00,0.1651106261080289
2024-06-15 14:00:00+02:00,0.15435453562535778
2024-06-15 15:00:00+02:00,0.17213389547621596
2024-06-15 16:00:00+02:00,0.26802495062250603
2024-06-15 17:00:00+02:00,0.26560270142647846
2024-06-15 18:00:00+02:00,0.27737411326043454
2024-06-15 19:00:00+02:00,0.2697512211985152
2024-06-15 20:00:00+02:00,0.26816298700310953
2024-06-15 21:00:00+02:00,0.19909392994467617
2024-06-15 22:00:00+02:00,0.2022244439018786
2024-06-15 23:00:00+02:00,0.20296668102224827
2024-06-16 00:00:00+02:00,0.11912398799973632
2024-06-16 01:00:00+02:00,0.13599240735135867
2024-06-16 02:00:00+02:00,0.13073430793997814
2024-06-16 03:00:00+02:00,0.12410399468993427
2024-06-16 04:00:00+02:00,0.12190670074239295
2024-06-16 05:00:00+02:00,0.121154937846209
2024-06-16 06:00:00+02:00,0.16261689218788092
2024-06-16 07:00:00+02:00,0.15875991852905186
2024-06-16 08:00:00+02:00,0.1581756301735674
2024-06-16 09:00:00+02:00,0.16605627202470818
2024-06-16 10:00:00+02:00,0.16382283671913161
2024-06-16 11:00:00+02:00,0.16002714370788146
2024-06-16 12:00:00+02:00,0.16567123798092687
2024-06-16 13:00:00+02:00,0.16883689313152836
2024-06-16 14:00:00+02:00,0.15652751843685178
2024-06-16 15:00:00+02:00,0.15898354057928876
2024-06-16 16:00:00+02:00,0.2747131092010994
2024-06-16 17:00:00+02:00,0.2735947028290753
2024-06-16 18:00:00+02:00,0.27113349428218997
2024-06-16 19:00:00+02:00,0.2758121059377923
2024-06-16 20:00:00+02:00,0.26455894135440455
2024-06-16 21:00:00+02:00,0.19060431083114449
2024-06-16 22:00:00+02:00,0.19366746321361553
2024-06-16 23:00:00+02:00,0.19861272047768022
2024-06-17 00:00:00+02:00,0.13601956612452448
2024-06-17 01:00:00+02:00,0.13756390921787656
2024-06-17 02:00:00+02:00,0.1351249994044985
2024-06-17 03:00:00+02:00,0.1368978542770255
2024-06-17 04:00:00+02:00,0.13497606390503505
2024-06-17 05:00:00+02:00,0.1418373310287281
2024-06-17 06:00:00+02:00,0.18397445533991608
2024-06-17 07:00:00+02:00,0.17759777030240895
2024-06-17 08:00:00+02:00,0.1789636710226466
2024-06-17 09:00:00+02:00,0.17709483713744043
2024-06-17 10:00:00+02:00,0.18265625607818095
2024-06-17 11:00:00+02:00,0.1804452801936961
2024-06-17 12:00:00+02:00,0.18797078450169105
2024-06-17 13:00:00+02:00,0.17452263981681232
2024-06-17 14:00:00+02:00,0.18181251249595523
2024-06-17 15:00:00+02:00,0.18221995699823335
2024-06-17 16:00:00+02:00,0.2981977991450455
2024-06-17 17:00:00+02:00,0.3029176706369137
2024-06-17 18:00:00+02:00,0.2928073867550478
2024-06-17 19:00:00+02:00,0.3105940151536466
2024-06-17 20:00:00+02:00,0.2932897777335678
2024-06-17 21:00:00+02:00,0.22459903630282493
2024-06-17 22:00:00+02:00,0.21439438660530388
2024-06-17 23:00:00+02:00,0.22575441515615877
2024-06-18 00:00:00+02:00,0.138076129866955
2024-06-18 01:00:00+02:00,0.14079211453581106
2024-06-18 02:00:00+02:00,0.1402667187785337
2024-06-18 03:00:00+02:00,0.145503670475124
2024-06-18 04:00:00+02:00,0.13839226274928537
2024-06-18 05:00:00+02:00,0.1251640814500803
2024-06-18 06:00:00+02:00,0.17619970604967783
2024-06-18 07:00:00+02:00,0.18091856161544473
2024-06-18 08:00:00+02:00,0.17779765897564867
2024-06-18 09:00:00+02:00,0.18384910425660397
2024-06-18 10:00:00+02:00,0.18507663497987234
2024-06-18 11:00:00+02:00,0.17926114095050094
2024-06-18 12:00:00+02:00,0.17255177302808744
2024-06-18 13:00:00+02:00,0.18692082555002948
2024-06-18 14:00:00+02:00,0.18541526750053408
2024-06-18 15:00:00+02:00,0.17850404432866487
2024-06-18 16:00:00+02:00,0.31054144205696377
2024-06-18 17:00:00+02:00,0.29825562269953665
2024-06-18 18:00:00+02:00,0.2943144013979081
2024-06-18 19:00:00+02:00,0.29922063283124495
2024-06-18 20:00:00+02:00,0.30538916857752885
2024-06-18 21:00:00+02:00,0.2153127327872874
2024-06-18 22:00:00+02:00,0.22975612538871726
2024-06-18 23:00:00+02:00,0.2155173689271397
2024-06-19 00:00:00+02:00,0.1447721113819062
2024-06-19 01:00:00+02:00,0.1427223118710159
2024-06-19 02:00:00+02:00,0.1392297147020859
2024-06-19 03:00:00+02:00,0.1454026648935888
2024-06-19 04:00:00+02:00,0.13250100605565904
2024-06-19 05:00:00+02:00,0.14678785893466595
2024-06-19 06:00:00+02:00,0.1796815798551488
2024-06-19 07:00:00+02:00,0.17728782375068242
2024-06-19 08:00:00+02:00,0.1837458702402004
2024-06-19 09:00:00+02:00,0.1852994950679962
2024-06-19 10:00:00+02:00,0.18384897715311807
2024-06-19 11:00:00+02:00,0.18999751910522492
2024-06-19 12:00:00+02:00,0.18540363038025048
2024-06-19 13:00:00+02:00,0.18641753316210202
2024-06-19 14:00:00+02:00,0.17730068031411741
2024-06-19 15:00:00+02:00,0.18053261888531014
2024-06-19 16:00:00+02:00,0.3028149129116276
2024-06-19 17:00:00+02:00,0.29991128881648355
2024-06-19 18:00:00+02:00,0.30150817616586617
2024-06-19 19:00:00+02:00,0.30213052383067285
2024-06-19 20:00:00+02:00,0.30422121958840764
2024-06-19 21:00:00+02:00,0.2194919555461499
2024-06-19 22:00:00+02:00,0.2182510039230406
2024-06-19 23:00:00+02:00,0.21585842174891726
2024-06-20 00:00:00+02:00,0.13554133836928867
2024-06-20 01:00:00+02:00,0.14586225613673162
2024-06-20 02:00:00+02:00,0.13957739255998775
2024-06-20 03:00:00+02:00,0.14393472190545273
2024-06-20 04:00:00+02:00,0.13351318076828625
2024-06-20 05:00:00+02:00,0.1303091594608041
2024-06-20 06:00:00+02:00,0.17475454384500017
2024-06-20 07:00:00+02:00,0.18573313483754753
2024-06-20 08:00:00+02:00,0.1853403871991623
2024-06-20 09:00:00+02:00,0.18166019303926043
2024-06-20 10:00:00+02:00,0.1759891492492002
2024-06-20 11:00:00+02:00,0.17934598679217073
2024-06-20 12:00:00+02:00,0.17851119760100534
2024-06-20 13:00:00+02:00,0.1782751332695234
2024-06-20 14:00:00+02:00,0.16746965081342183
2024-06-20 15:00:00+02:00,0.175710368070189
2024-06-20 16:00:00+02:00,0.2990494556215888
2024-06-20 17:00:00+02:00,0.30758213894906045
2024-06-20 18:00:00+02:00,0.3008037152956587
2024-06-20 19:00:00+02:00,0.307004441431314
2024-06-20 20:00:00+02:00,0.29803146545620274
2024-06-20 21:00:00+02:00,0.21873655709376097
2024-06-20 22:00:00+02:00,0.20050289134972832
2024-06-20 23:00:00+02:00,0.2223166516960351
2024-06-21 00:00:00+02:00,0.1427354783066967
2024-06-21 01:00:00+02:00,0.14881879534779688
2024-06-21 02:00:00+02:00,0.13756619394603586
2024-06-21 03:00:00+02:00,0.14047077078098524
2024-06-21 04:00:00+02:00,0.13647236022639458
2024-06-21 05:00:00+02:00,0.1341187146753986
2024-06-21 06:00:00+02:00,0.1764344601663152
2024-06-21 07:00:00+02:00,0.17827500737957105
2024-06-21 08:00:00+02:00,0.18677719014334906
2024-06-21 09:00:00+02:00,0.18001105801286688
2024-06-21 10:00:00+02:00,0.17604727595166061
2024-06-21 11:00:00+02:00,0.18070938914120865
2024-06-21 12:00:00+02:00,0.18108785677780018
2024-06-21 13:00:00+02:00,0.17661883972012518
2024-06-21 14:00:00+02:00,0.18571616813314795
2024-06-21 15:00:00+02:00,0.17055825554511675
2024-06-21 16:00:00+02:00,0.29893227685958507
2024-06-21 17:00:00+02:00,0.30332533032814624
2024-06-21 18:00:00+02:00,0.29330783740261573
2024-06-21 19:00:00+02:00,0.30180626874321687
2024-06-21 20:00:00+02:00,0.30646446525096904
2024-06-21 21:00:00+02:00,0.22226835632128483
2024-06-21 22:00:00+02:00,0.21154920028511537
2024-06-21 23:00:00+02:00,0.21635902486282377
2024-06-22 00:00:00+02:00,0.13216151701252135
2024-06-22 01:00:00+02:00,0.1274916762253265
2024-06-22 02:00:00+02:00,0.12595070530755015
2024-06-22 03:00:00+02:00,0.12820600297357748
2024-06-22 04:00:00+02:00,0.1296052447500294
2024-06-22 05:00:00+02:00,0.12245767381701006
2024-06-22 06:00:00+02:00,0.16054799959963523
2024-06-22 07:00:00+02:00,0.1627145682483341
2024-06-22 08:00:00+02:00,0.15928021139106338
2024-06-22 09:00:00+02:00,0.16133274220731372
2024-06-22 10:00:00+02:00,0.16848935880590998
2024-06-22 11:00:00+02:00,0.15716090067653973
2024-06-22 12:00:00+02:00,0.1716333135456757
2024-06-22 13:00:00+02:00,0.17139672188690994
2024-06-22 14:00:00+02:00,0.15343280281017846
2024-06-22 15:00:00+02:00,0.1612948866744349
2024-06-22 16:00:00+02:00,0.2717134578482284
2024-06-22 17:00:00+02:00,0.26619564456246786
2024-06-22 18:00:00+02:00,0.26629459748157636
2024-06-22 19:00:00+02:00,0.2688129215163273
2024-06-22 20:00:00+02:00,0.27369589043555775
2024-06-22 21:00:00+02:00,0.19544333080526455
2024-06-22 22:00:00+02:00,0.2071334690581006
2024-06-22 23:00:00+02:00,0.19944987001169268
2024-06-23 00:00:00+02:00,0.12548712357958342
2024-06-23 01:00:00+02:00,0.13324629842565733
2024-06-23 02:00:00+02:00,0.1291314059753018
2024-06-23 03:00:00+02:00,0.1278464338784379
2024-06-23 04:00:00+02:00,0.12434429808615241
2024-06-23 05:00:00+02:00,0.13506992806946377
2024-06-23 06:00:00+02:00,0.16605910794869994
2024-06-23 07:00:00+02:00,0.16098294332027643
2024-06-23 08:00:00+02:00,0.1541140042465865
2024-06-23 09:00:00+02:00,0.16386475770880962
